train_loss,valid_loss
0.29167828650762,0.29460808339197775
0.21100315911338685,0.17768755013292487
0.19040567327475716,0.20959245148769096
0.18193912355506675,0.20421763195479212
0.1745516889801262,0.16130364778613257
0.16997569241950697,0.16960318164884552
0.16556314524289564,0.15474200495018448
0.16564235751721876,0.14833921735936945
0.1619587297557939,0.13635670867833224
0.16085724337092527,0.12342207928088085
0.1596670296069578,0.1323998288428488
0.15735991270089825,0.1174844100086157
0.15715505304277366,0.11772131698190673
0.1521396430618797,0.12420454953820252
0.15254863671271512,0.12410912668902027
0.1508609268365177,0.12164458090608771
0.14918166414854375,0.11961957787679246
0.15089061304081416,0.11933121953375084
0.14739277985290433,0.11255444198354217
0.1442130834445463,0.11138347998138301
0.14725565196985893,0.11556979416569402
0.14427076097815594,0.11100728452698258
0.14601260842425182,0.11039656917910931
0.14557019938179788,0.11074473634977972
0.144260722879611,0.11178490168545857
0.1416199112324216,0.11063443253601878
0.14732799890404896,0.1103559318652823
0.1423023501609234,0.10972783492862685
0.1406743327512386,0.11016329691922369
0.13955314036009583,0.10993325833446724
0.14028627023840626,0.1095369991438448
0.1420883613222457,0.11194508541221461
0.1405611098314642,0.11198305837379015
0.14017339615507962,0.10977272578507416
0.14122261618204573,0.11081764335967292
0.14132694859084086,0.1125174150609773
0.13982551011210637,0.11064166261637506
0.1413297445136816,0.11061096573171537
0.1413581320051606,0.11326975720234153
0.14333131358503026,0.11329786799663355
0.13926243878478275,0.1124976507026302
0.14131846504801132,0.11170081061518881
0.13884683915063845,0.11766146677584688
0.1395501500088061,0.10988172802550733
0.13969352151802245,0.10962863383460636
0.13892088191094973,0.11234462138049858
0.13939373263864652,0.10924941221298265
0.1387652971563821,0.1104162657433305
0.13927960440727835,0.10942626492051054
0.13787113345419685,0.11137694175824646
0.13751920946735016,0.10947462596183966
0.13858440719835513,0.1098069828773333
0.13848996640625574,0.10943849957432629
0.1393121609213293,0.10950314506026339
0.1381433094646914,0.11062692167345158
0.13875500030868443,0.11312338352695969
0.13774125811690136,0.10923618256799446
0.1371622323091571,0.1100270909465049
0.13852123810467146,0.10956574939499217
0.1368437289583979,0.10919710710521571
0.13818581079971706,0.10955580225414481
0.13783856271270742,0.10928799310498986
0.13739889990934667,0.1091680104328581
0.13901244255826406,0.11102252693708278
0.137385298874467,0.11292838508432562
0.13763185523133328,0.10914411371158174
0.13747277141198622,0.10909106102117822
0.1366848672033413,0.11046910624612462
0.1375833493756487,0.10981423407793045
0.13790626134327116,0.11044414175197112
0.13870521493467455,0.11145044666183881
0.13790052750062012,0.1093951057919786
0.13647138156947938,0.10952973464303765
0.13762519055488684,0.10999253927922446
0.13797387546787027,0.10979187273043246
0.13616545973940097,0.10907073565258467
0.13841773389924503,0.10965714055644579
0.13699809179132713,0.11492608561496104
0.136936809101426,0.10963365675742962
0.13735757502628135,0.10914653995312935
0.1373106086534177,0.10909118601852212
0.13707830986761033,0.10948761958967555
0.13768570092077373,0.10954806842833512
0.13614204037168348,0.11122950240353907
0.13655919548626064,0.11128535694327236
0.13739087110292827,0.10933983720038548
0.13679128282221284,0.1094138377831002
0.13671597315275924,0.10928992613041696
0.13733392919526033,0.10913903198458931
0.13667720957850735,0.11051450755970538
0.13736279726239806,0.11475531695302853
0.13683901682284708,0.11332867897985395
0.1361099566128237,0.11136792667887428
0.1376397784350189,0.109288401963297
0.13649052603447692,0.10943534502313157
0.1374870214201774,0.1098824676033879
